Country Name,Country Code,WomenProp_1960,WomenProp_1961,WomenProp_1962,WomenProp_1963,WomenProp_1964,WomenProp_1965,WomenProp_1966,WomenProp_1967,WomenProp_1968,WomenProp_1969,WomenProp_1970,WomenProp_1971,WomenProp_1972,WomenProp_1973,WomenProp_1974,WomenProp_1975,WomenProp_1976,WomenProp_1977,WomenProp_1978,WomenProp_1979,WomenProp_1980,WomenProp_1981,WomenProp_1982,WomenProp_1983,WomenProp_1984,WomenProp_1985,WomenProp_1986,WomenProp_1987,WomenProp_1988,WomenProp_1989,WomenProp_1990,WomenProp_1991,WomenProp_1992,WomenProp_1993,WomenProp_1994,WomenProp_1995,WomenProp_1996,WomenProp_1997,WomenProp_1998,WomenProp_1999,WomenProp_2000,WomenProp_2001,WomenProp_2002,WomenProp_2003,WomenProp_2004,WomenProp_2005,WomenProp_2006,WomenProp_2007,WomenProp_2008,WomenProp_2009,WomenProp_2010,WomenProp_2011,WomenProp_2012,WomenProp_2013,WomenProp_2014,WomenProp_2015,WomenProp_2016
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,3.7,17.4,17.4,14.6,14.6,,16.0,16.0,16.0,25.0,25.0,25.0,32.3,32.3,32.3,32.3,38.7,41.6,41.6,41.6
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,2.0,2.0,2.0,2.0,2.4,2.4,2.4,2.9,2.0,2.0,1.8,1.8,1.8,12.7,2.0,2.0,,,,14.9
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5277864502,,,,,,,16.8594415198,17.0208056764,18.2708542714,19.3204301075,19.1232302405,19.0744598203,20.6983904829,21.7106075453,22.1680400372,23.0403712297,24.6502087199,24.9668829664,25.4669981499,25.3270814061,26.0536664353,27.4312427679,29.7672433679,30.1176280572,30.2158477509,30.3417610354
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,14.7,14.7,14.7,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,24.7,24.7,21.6,28.3,28.3,28.3,28.3,36.0,36.0,36.0,36.6,36.3,36.6,36.6,36.0,36.0,36.0,39.7,41.1,39.1
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,17.8,17.8,17.8,17.8,18.8,18.8,18.8,18.8,20.8,20.8,22.8,22.8,19.8,20.8,20.8,19.0,23.8,23.8
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,7.7,7.7,7.7,7.7,7.7,21.4,21.9,21.9,21.9,21.9,27.8,27.8,27.8,27.8,27.8,38.8,38.8
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8787858572,,,,,,,17.1141821663,17.1546635667,18.0229429935,19.450391191,19.39092942,20.0550790068,21.0550457424,21.7040352373,21.9635258359,22.6045774162,23.483115093,23.7433213991,24.0258011278,24.1689347079,24.8630709961,25.7243875885,27.0906547134,27.7298367973,28.3813206757,28.4185490635
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.577506723,12.8906887264,12.893372093,12.8394252874,12.6632027566,12.9357499569,14.3756203008,14.9469844021,15.8236455785,14.8188606902,17.1837429775,16.9037030831
Finland,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,,,33.5,33.5,37.0,36.5,36.5,36.5,37.5,37.5,37.5,38.0,41.5,41.5,40.0,40.0,42.5,42.5,42.5,42.5,41.5,41.5
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,11.3,,5.7,5.7,5.7,8.5,8.5,,,,,,,,,14.0,16.0,16.0
France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,10.9,10.9,10.9,10.9,10.9,12.1,12.2,12.2,12.2,12.2,18.2,18.2,18.9,18.9,18.9,26.9,26.9,26.2,26.2,26.2
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,8.3,8.3,8.3,9.2,9.2,9.2,9.2,9.2,9.2,12.5,16.7,16.7,14.7,14.7,14.2,15.8,15.8,15.0,14.2,14.2
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,18.2,18.2,18.4,18.4,17.9,17.9,17.9,18.1,19.7,19.7,19.5,19.5,19.5,22.0,22.3,22.5,22.5,22.6,29.4,29.6
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,,7.2,7.2,7.2,7.2,9.4,9.4,9.4,9.4,6.0,5.1,6.5,6.6,12.0,12.0,12.0,11.3,
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,9.0,9.0,9.0,10.9,10.9,10.9,10.9,7.9,8.3,8.3,8.3,,10.9,10.9,10.9,10.9
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.8,8.8,8.8,8.8,,19.3,19.3,19.3,19.3,19.3,,,,,,,21.9,21.9,21.9
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,2.0,2.0,2.0,2.0,2.0,5.7,13.2,13.2,13.2,13.2,9.4,9.4,7.5,7.5,7.5,7.5,7.5,9.4,9.4,9.4
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,10.0,10.0,,7.8,7.8,7.8,,14.0,14.0,14.0,14.0,10.0,10.0,10.0,10.0,14.0,14.0,13.7,13.7,13.7
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,8.8,8.8,5.0,5.0,5.0,5.0,5.0,18.0,18.0,18.0,18.0,6.0,10.0,10.0,10.0,10.0,12.1,24.0,24.0,24.0
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,6.3,6.3,6.3,8.7,8.7,8.7,8.7,14.0,13.0,13.0,14.7,14.7,17.3,17.3,18.7,21.0,21.0,21.0,19.7,19.7
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,13.3,13.3,13.3,13.3,13.3,33.3,33.3,33.3,33.3
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,12.5,12.5,7.1,8.8,8.8,8.8,8.2,8.2,8.2,8.2,12.0,12.0,12.0,12.0,13.3,13.3,13.3,13.3,13.9,13.9
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,,,,,,,,18.5,18.5,18.3,20.0,20.0,30.8,30.8,29.0,29.0,30.0,30.0,30.0,31.3,31.3,31.3,31.3,30.4,30.4
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2565152643,,,,,,,16.3119826159,16.4338541128,17.4328515666,,18.1714746346,18.861891516,19.374917797,19.8546878241,20.4193257744,20.947691686,21.8637708879,22.0328136002,22.5968238014,22.6926361262,23.2954133977,23.8617410535,25.2116029308,25.8766492789,26.667354022,26.6647567678
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,9.4,9.4,9.4,9.4,5.5,5.5,5.5,23.4,23.4,23.4,23.4,18.0,18.0,19.5,19.5,19.5,25.8,25.8,25.8
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9382668187,9.34073590246,9.11633782483,,11.9151053159,13.5170812239,13.5259223489,14.0612952575,16.8961817901,17.1080929244,17.6377903423,17.5948358998,17.7197632058,18.3232624113,20.3621315545,21.4993286543,21.7969413512,22.0848109113,23.8529498525,23.5775759296
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.9,7.9,20.5,20.5,20.5,,21.7,21.7,21.7,20.9,20.9,23.5,23.5,23.8,23.8,23.8,23.8,15.2,12.6
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.6,3.6,,3.6,3.6,3.6,3.6,3.6,2.0,4.1,4.1,4.1,11.1,4.2,4.2,4.2,4.2,4.2,0.0
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,11.4,8.3,8.3,8.3,8.3,9.1,9.8,9.1,9.1,10.4,11.1,11.1,11.1,9.1,8.8,8.8,8.8,10.1,10.1,10.1
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1592954241,,,,,,,9.30349861566,12.6541885366,12.6311557042,12.7511226008,13.0827460106,14.4332404764,13.9340737333,14.874443734,14.4404628891,15.1692265227,15.9266481358,16.3753313876,17.3225058562,17.693066063,18.0152797224,19.2933802062,20.1523335408,21.0528497084,21.286096494,21.783131798
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1367088608,,,,,,,8.70656423121,10.9398752486,11.0241880804,11.4352677529,11.9849991286,13.2141865879,13.036607069,13.830058331,14.5094700687,15.0089433948,15.9135336367,16.5007172055,17.2467370266,17.4152623959,18.1869782671,19.2863074205,20.0654704344,20.4176363702,21.1147879667,21.3817079122
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72044352044,7.8134141672,,,,11.0203784935,11.5098602571,12.1216399958,14.6196178344,14.7557364341,15.8919255277,16.6977828746,17.1292155767,16.9851701559,18.4351517818,19.2760006946,19.9476837398,19.5418568465,20.8861301515,20.8416741601
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2124386252,10.9485239852,11.6833824975,12.5704176904,12.65408867,13.3385921118,13.6541726966,14.0170454545,13.6706717124,14.0225592417,14.6542749173,18.8240350877,18.8204036858,18.6289256198,18.8025663332
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,11.4,11.4,,8.0,8.0,8.0,8.0,11.3,11.3,11.3,11.6,11.6,17.9,18.0,18.2,18.6,18.6,16.9,17.1,17.1
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10901213172,8.08560747664,7.96448630137,9.63303287381,,11.2613407094,11.6894348532,12.2400690846,15.1300367197,15.2703739445,16.5279567218,17.4497080205,17.8915564834,17.7878794822,19.4411561318,20.3168723404,20.2153588967,19.7188610184,21.4313406178,21.3135796255
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75092630712,,,,,,,3.53378684807,3.96341463415,3.61994609164,3.8955613577,4.25410928476,5.08583055864,5.8179505814,5.83741120758,6.35540780142,8.38098360656,8.49374255066,8.47923627685,8.41144219309,9.01106593087,8.93842010772,,,,,
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,7.2,8.1,8.4,9.0,8.8,8.8,8.8,8.3,8.3,8.3,9.1,9.1,10.8,10.8,11.0,11.0,11.0,11.4,12.0,12.0
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,12.0,12.0,12.0,12.0,12.0,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.9,13.9,15.1,15.1,15.7,15.7,16.3,22.2
"Iran, Islamic Rep.",IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,4.9,4.9,4.9,3.4,3.4,4.1,4.1,4.1,4.1,4.1,4.1,2.8,2.8,2.8,2.8,3.1,3.1,3.1,3.1,5.9
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,6.4,6.4,6.4,7.6,7.6,7.6,,,,25.5,25.5,25.5,25.5,25.2,25.2,25.2,25.2,25.3,26.5,26.5
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,25.4,25.4,34.9,34.9,34.9,34.9,30.2,30.2,33.3,33.3,33.3,33.3,42.9,42.9,39.7,39.7,39.7,39.7,41.3,47.6
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,7.5,7.5,11.7,12.5,13.3,14.2,15.0,15.0,15.0,14.2,14.2,14.2,18.3,19.2,20.0,20.0,22.5,22.5,26.7,26.7
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,11.1,11.1,11.1,11.1,9.8,9.8,11.5,11.5,11.5,17.3,17.3,21.3,21.3,21.3,21.6,21.4,31.4,31.4,31.0,31.0
Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,11.7,13.6,13.3,13.3,13.3,,11.7,11.7,11.7,11.7,13.3,13.3,13.3,13.3,12.7,12.7,12.7,12.7,12.7,17.5
Jordan,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.3,1.3,5.5,5.5,5.5,5.5,6.4,6.4,6.4,10.8,10.8,10.8,12.2,12.0,12.0,15.4
Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,4.6,4.6,4.6,7.3,7.3,7.3,7.1,7.1,9.0,9.4,9.4,9.4,11.3,11.3,10.8,7.9,8.1,8.1,9.5,9.5
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,13.4,10.8,10.4,10.4,10.4,10.4,10.4,10.4,10.4,15.9,15.9,17.8,17.8,17.8,24.3,24.3,25.2,26.2,27.1
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,3.0,3.6,3.6,3.6,3.6,3.6,7.1,7.1,7.1,7.3,7.2,9.8,9.8,9.8,9.8,9.8,18.6,19.1,19.7,19.7
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.4,1.4,2.3,10.0,10.0,10.0,10.0,0.0,0.0,25.6,25.6,25.6,23.3,23.3,23.3,23.3,23.3,19.2,19.2
Cambodia,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,8.2,7.4,7.4,7.4,9.8,9.8,9.8,9.8,19.5,16.3,21.1,21.1,20.3,20.3,20.3,20.3,20.3,20.3
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,4.9,4.9,4.8,4.8,,4.8,4.8,7.1,4.3,4.3,4.3,4.3,8.7,8.7,8.7,8.7,8.7,6.5
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,13.3,13.3,13.3,13.3,13.3,13.3,13.3,0.0,0.0,0.0,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,13.3,13.3
"Korea, Rep.",KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,3.7,3.7,5.9,5.9,5.9,5.9,13.0,13.4,13.4,14.4,13.7,14.7,14.7,14.7,15.7,15.7,16.3,16.3,17.0
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,3.1,7.7,7.7,7.7,6.2,6.2,1.5,1.5,1.5
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2757012021,,,,,,,13.5871123156,15.9238357843,14.5860614934,15.5183904529,14.6398498498,16.3898362507,18.9103567625,19.5530319149,20.816290194,20.9547244094,21.749934366,22.9302776323,23.4919123402,23.798669859,23.8844461901,25.4565854936,25.8100527631,28.5713579605,28.9908384231,29.7908456168
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,21.2,21.2,21.2,21.2,22.9,22.9,22.9,22.9,25.2,25.2,25.2,25.2,25.2,25.0,25.0,25.0,25.0,25.0,27.5
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,4.7,4.7,4.7,4.7,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.8,7.8,7.8,5.3,12.5,12.5,12.5,12.5,12.5,12.5,9.6,11.0,11.0,11.0,11.0,11.0
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,7.7,7.7,7.7,7.7,7.7,,16.5,16.5,16.0,16.0,16.0
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,11.8,11.8,11.1,11.1,,11.1,11.1,11.1,11.1,0.0,11.1,11.1,11.1,11.1,16.7,16.7,16.7,16.7,16.7,16.7
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9073320846,,,,,,,13.1389613921,15.3476111571,14.3362643219,15.159598774,14.3325196637,16.0790101062,18.450255164,19.0129157563,20.2153081029,20.3485967858,21.1167704839,22.1718144872,22.7116245831,23.0228848485,23.038948626,24.4914873266,24.8102169526,27.5397527342,27.9083501514,28.7077086782
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43575819672,8.59013328397,8.23334022751,9.91629468694,,11.7377505351,12.3926218257,12.7571712235,15.6926421405,15.9166438168,17.0079857651,18.7703959859,19.4060058078,19.2638725682,20.8288506454,21.3984497945,21.604196885,21.1018345235,23.0443219933,22.7911103503
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3850611247,11.6923790914,11.061761658,12.5719178082,13.6616887492,15.0475179057,14.429804342,15.4780526109,17.880074061,17.9459307435,18.6515889465,20.1322446259,19.6153846154,19.6661821869,21.9404598061,22.5655535767,23.4543283582,22.8539767369,24.1921008911,23.9191480144
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,4.0,4.0,4.0,12.0,12.0,12.0,12.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,20.0,20.0,20.0,20.0
Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,5.3,5.3,4.9,,,4.4,4.4,4.9,4.9,4.9,5.8,5.8,5.8,5.3,5.8,5.8,5.8,5.8,4.9,5.8
Lower middle income,LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2511196691,,,,,,,7.32832443427,7.78077638596,8.03204611752,8.13975099474,8.54912237022,9.7203912626,9.91396535232,10.5212808822,11.4930399073,11.8753549061,12.6994562853,13.176996565,14.4570025349,15.0777856278,14.8009570332,15.3246775668,16.4549887087,17.14567155,17.8071890063,18.1787548638
Low & middle income,LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9139198472,,,,,,,9.4248088273,11.6587635749,11.7733297934,12.0524801542,12.4224733585,13.6151116603,13.4709828133,14.3794343466,15.013153872,15.5041558442,16.3908709222,17.1347628139,17.7348947995,17.8902235736,18.5938276439,19.6743610363,20.5505292597,20.8907340899,21.5667621879,21.852016129
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,3.8,3.8,3.8,3.8,,11.7,11.7,11.7,11.7,23.5,25.0,24.2,24.2,24.2,26.7,26.7,26.7,25.0,25.0
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7647637258,,,,,,,,14.159804437,14.743206224,14.7611832769,15.1127021255,15.6910257686,15.066733594,15.7746300833,16.0267167382,16.0501070039,16.7430652791,17.0792887029,17.2146698337,17.2486263736,17.6592526523,18.2834745368,18.9057296996,19.1304020579,19.3618906519,19.9113519791
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,17.5,17.5,10.6,10.6,10.6,10.6,22.0,22.0,24.8,22.7,17.7,19.1,19.1,19.1,24.5,24.1,24.1,23.4,21.3
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,20.0,20.0,16.7,16.7,16.7,16.7,16.7,23.3,23.3,23.3,23.3,23.3,20.0,20.0,25.0,21.7,23.3,28.3,28.3,28.3
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,17.0,17.0,17.0,18.0,21.0,21.0,21.0,19.0,20.0,20.0,22.0,20.0,23.0,23.0,23.0,18.0,18.0,18.0
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.6,0.6,0.6,0.6,0.6,10.8,10.8,10.8,10.8,10.8,10.5,10.5,10.5,10.5,17.0,17.0,17.0,17.0,17.0,20.5
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,5.6,22.2,22.2,22.2,22.2,22.2,20.8,20.8,20.8,20.8,20.8,25.0,26.1,26.1,19.0,19.0,20.8,20.8,20.8,20.8
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,8.9,7.9,12.9,12.9,12.9,15.8,21.8,21.8,21.8,21.8,23.8,18.8,19.8,19.8,19.8,17.8,21.8,21.8
Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,3.7,,8.0,8.0,8.0,,3.8,6.9,6.9,6.9,7.9,7.9,,12.5,12.5,17.5,17.5,20.5,20.5,20.5
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,6.3,6.3,,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,6.5,6.5,6.5,6.5,6.5,5.9,5.9,5.9
Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80383747178,,,,,,,4.00353398058,3.61574294458,4.18125210367,4.19936560935,4.3292014701,5.89710193205,5.8714673913,6.60036255768,6.16987447699,8.06238845144,8.35554685461,8.30806577917,8.79245867769,10.4278446115,10.0586466165,13.1462991718,15.9354265403,16.0883051351,16.3882457703,17.0153100281
Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,14.2,17.4,18.2,16.0,16.0,16.0,22.6,22.6,24.2,22.6,23.2,23.2,27.6,26.2,26.2,36.8,36.8,37.4,42.4,42.4
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.1,9.1
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.159547885,,,,,,,8.89581239531,11.6142232302,11.8934886183,12.0049955197,12.1843164104,13.3485621472,13.2942443555,14.1492622792,14.2855675422,14.8868928188,15.7947358535,16.3069466505,17.2272630997,17.4412130217,17.6359475032,18.8023556645,19.6639176682,20.3204830962,20.6978151495,21.1320830151
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,7.5,6.7,6.7,17.5,18.3,19.2,19.2,28.3,29.2,31.7,32.5,32.5,30.9,32.5,34.1,33.3,33.3,33.3
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,12.2,12.2,12.2,12.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,9.5,8.8,8.8
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,5.8,5.8,9.2,9.2,9.2,9.2,7.7,9.2,9.2,9.2,9.2,8.7,8.7,8.7,8.7,8.7,14.3,14.3,12.9,12.9
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3.5,6.0,6.0,5.6,12.7,9.9
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74907369288,,,,,,,3.9237369338,3.50627347859,3.88679597165,3.873974122,3.98198298187,5.67887168142,6.00846030473,6.96853258697,6.40873965041,8.63830445545,8.85228960396,8.77397769517,9.09990822882,10.9838500148,10.515060241,14.1653480527,16.4158426561,16.7501085384,16.9021353601,17.558587383
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,11.1,11.1,11.1,11.1,12.3,17.3,16.0,17.3,17.3,23.5
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,,,,,,,7.9,7.9,7.9,10.5,10.5,10.5,10.5,6.8,6.7,6.6,6.6,4.2,3.9,3.9,3.9,14.9,14.9,14.9,14.5,17.1
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,,,,,,,25.2,25.2,,30.0,30.0,30.0,30.0,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2,39.2,,39.6,39.6
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,3.8,3.8,3.8,,,3.7,3.7,,17.9,22.1,22.1,22.1,22.1,22.1,22.1,22.1,25.2,25.2,25.2
